LCLid,StdorToU,Acorn,Acorn_grouped,file,energy_sum,energy_average,group_average
MAC003252,Std,ACORN-A,Affluent,block_0,6667.667999800009,12.773310344444463,19.21664097834799
MAC003239,Std,ACORN-A,Affluent,block_0,4003.6909994000007,7.5684139875236305,19.21664097834799
MAC003646,Std,ACORN-A,Affluent,block_0,5377.505999899998,10.648526732475244,19.21664097834799
MAC003656,Std,ACORN-A,Affluent,block_0,8930.842998299999,17.68483762039604,19.21664097834799
MAC003668,Std,ACORN-A,Affluent,block_0,18540.22500369999,36.93271913087648,19.21664097834799
MAC003680,Std,ACORN-A,Affluent,block_0,8501.060997900002,16.9681856245509,19.21664097834799
MAC004431,Std,ACORN-A,Affluent,block_0,15239.3139992,21.43363431673699,19.21664097834799
MAC004387,Std,ACORN-A,Affluent,block_0,3075.606999900002,4.301548251608394,19.21664097834799
MAC004319,Std,ACORN-A,Affluent,block_0,31514.598991200008,48.85984339720932,19.21664097834799
MAC004247,Std,ACORN-A,Affluent,block_0,13970.420998500016,21.626038697368447,19.21664097834799
MAC004179,Std,ACORN-A,Affluent,block_0,65623.64900249992,101.11502157550065,19.21664097834799
MAC004034,Std,ACORN-A,Affluent,block_0,4919.274999800002,11.180170454090913,19.21664097834799
MAC003874,Std,ACORN-A,Affluent,block_0,5456.398000200006,11.09023983780489,19.21664097834799
MAC003863,Std,ACORN-A,Affluent,block_0,6845.673999999998,13.913971544715443,19.21664097834799
MAC003856,Std,ACORN-A,Affluent,block_0,16872.394004199992,34.22392292941175,19.21664097834799
MAC003851,Std,ACORN-A,Affluent,block_0,6624.421999999999,13.436961460446245,19.21664097834799
MAC003223,Std,ACORN-A,Affluent,block_0,10151.6640012,19.154083021132077,19.21664097834799
MAC003844,Std,ACORN-A,Affluent,block_0,7185.129997899999,14.574300198580119,19.21664097834799
MAC003826,Std,ACORN-A,Affluent,block_0,5233.688998899996,10.594512143522259,19.21664097834799
MAC003817,Std,ACORN-A,Affluent,block_0,10844.5450045,21.908171726262626,19.21664097834799
MAC003805,Std,ACORN-A,Affluent,block_0,6302.161999999997,12.731640404040398,19.21664097834799
MAC003775,Std,ACORN-A,Affluent,block_0,13439.165999999987,29.73266814159289,19.21664097834799
MAC003740,Std,ACORN-A,Affluent,block_0,5134.010000499995,10.288597195390771,19.21664097834799
MAC003737,Std,ACORN-A,Affluent,block_0,5031.131001100003,10.08242685591183,19.21664097834799
MAC003719,Std,ACORN-A,Affluent,block_0,6820.188000399998,13.640376000799995,19.21664097834799
MAC003718,Std,ACORN-A,Affluent,block_0,3645.714000099998,9.988257534520542,19.21664097834799
MAC003686,Std,ACORN-A,Affluent,block_0,8130.5030029,16.22854890798403,19.21664097834799
MAC000450,Std,ACORN-A,Affluent,block_0,30352.304995300008,72.2673928459524,19.21664097834799
MAC003840,Std,ACORN-A,Affluent,block_1,5334.751000499999,10.799091094129551,19.21664097834799
MAC003212,Std,ACORN-A,Affluent,block_1,6540.0269997000005,12.339673584339623,19.21664097834799
MAC003182,Std,ACORN-A,Affluent,block_1,11467.667998099992,21.4750337043071,19.21664097834799
MAC003166,Std,ACORN-A,Affluent,block_1,13734.990999799997,23.76296020726643,19.21664097834799
MAC001628,Std,ACORN-A,Affluent,block_1,4307.334999799999,6.709244547975077,19.21664097834799
MAC001533,Std,ACORN-A,Affluent,block_1,5014.706000299997,7.738743827623452,19.21664097834799
MAC001528,Std,ACORN-A,Affluent,block_1,9374.714998999994,14.489513136012356,19.21664097834799
MAC001510,Std,ACORN-A,Affluent,block_1,15065.58100190001,23.24935339799384,19.21664097834799
MAC001271,Std,ACORN-A,Affluent,block_1,10628.363001000007,16.20177286737806,19.21664097834799
MAC001251,Std,ACORN-A,Affluent,block_1,11613.374002300001,17.703314027896344,19.21664097834799
MAC001239,Std,ACORN-A,Affluent,block_1,7529.990998100001,11.47864481417683,19.21664097834799
MAC001145,Std,ACORN-A,Affluent,block_1,42592.30599009996,64.43616639954608,19.21664097834799
MAC000974,Std,ACORN-A,Affluent,block_1,4233.4959998999975,6.337568862125745,19.21664097834799
MAC000948,Std,ACORN-A,Affluent,block_1,8586.289999900006,12.834514200149485,19.21664097834799
MAC001689,Std,ACORN-A,Affluent,block_1,12461.54300189999,19.44078471435256,19.21664097834799
MAC000902,Std,ACORN-A,Affluent,block_1,13464.308002599999,20.00640119257058,19.21664097834799
MAC000850,Std,ACORN-A,Affluent,block_1,10562.493000199998,15.671354599703262,19.21664097834799
MAC000816,Std,ACORN-A,Affluent,block_1,3784.4660002000014,5.631645833630954,19.21664097834799
MAC000778,Std,ACORN-A,Affluent,block_1,13256.58300200001,19.494975002941192,19.21664097834799
MAC000379,Std,ACORN-A,Affluent,block_1,16787.09999919999,33.11065088599603,19.21664097834799
MAC000768,Std,ACORN-A,Affluent,block_1,7863.598999199994,11.564116175294108,19.21664097834799
MAC000713,Std,ACORN-A,Affluent,block_1,8079.217999300004,11.863756239794425,19.21664097834799
MAC000386,Std,ACORN-A,Affluent,block_1,8221.818999400006,11.451001391922015,19.21664097834799
MAC000569,Std,ACORN-A,Affluent,block_1,24947.263995999976,36.20793032801158,19.21664097834799
MAC000557,Std,ACORN-A,Affluent,block_1,44660.903008899986,64.8198882567489,19.21664097834799
MAC000535,Std,ACORN-A,Affluent,block_1,19053.08500419998,27.613166672753593,19.21664097834799
MAC000886,Std,ACORN-A,Affluent,block_1,12709.083999899998,18.884225854234767,19.21664097834799
MAC004529,Std,ACORN-A,Affluent,block_1,6151.579999800004,7.679875155805249,19.21664097834799
MAC001710,Std,ACORN-A,Affluent,block_1,10428.7229987,16.345960813009402,19.21664097834799
MAC001776,Std,ACORN-A,Affluent,block_1,2944.199000400001,4.6585427221519,19.21664097834799
MAC003110,Std,ACORN-A,Affluent,block_1,5169.0210002999975,7.903701835321097,19.21664097834799
MAC003072,Std,ACORN-A,Affluent,block_1,10901.585000400006,16.64364122198474,19.21664097834799
MAC002937,Std,ACORN-A,Affluent,block_1,8698.5820009,14.330448106919276,19.21664097834799
MAC002924,Std,ACORN-A,Affluent,block_1,10022.940998500002,16.539506598184822,19.21664097834799
MAC002813,Std,ACORN-A,Affluent,block_1,4403.564000100004,6.68219119893779,19.21664097834799
MAC002628,Std,ACORN-A,Affluent,block_1,30950.341990600005,46.40231182998502,19.21664097834799
MAC002613,Std,ACORN-A,Affluent,block_1,11222.1620025,43.162161548076924,19.21664097834799
MAC002601,Std,ACORN-A,Affluent,block_1,20003.320997199997,33.39452587178631,19.21664097834799
MAC002563,Std,ACORN-A,Affluent,block_1,7041.224000499995,11.735373334166658,19.21664097834799
MAC002562,Std,ACORN-A,Affluent,block_1,5025.203999699994,8.375339999499989,19.21664097834799
MAC001734,Std,ACORN-A,Affluent,block_1,20410.8469998,31.991923197178682,19.21664097834799
MAC002314,Std,ACORN-A,Affluent,block_1,9597.124999099999,14.196930472041418,19.21664097834799
MAC002249,Std,ACORN-A,Affluent,block_1,8747.123001200001,13.193247362292611,19.21664097834799
MAC002150,Std,ACORN-A,Affluent,block_1,8395.924999799998,13.541814515806449,19.21664097834799
MAC002068,Std,ACORN-A,Affluent,block_1,9603.91900100001,16.84898070350879,19.21664097834799
MAC000323,Std,ACORN-A,Affluent,block_1,11335.937001099986,15.635775173931016,19.21664097834799
MAC002025,Std,ACORN-A,Affluent,block_1,5749.2480001999975,9.21353846185897,19.21664097834799
MAC001989,Std,ACORN-A,Affluent,block_1,12656.146004500006,20.185240836523135,19.21664097834799
MAC001893,Std,ACORN-A,Affluent,block_1,11481.1439979,18.224038091904763,19.21664097834799
MAC001843,Std,ACORN-A,Affluent,block_1,11043.787997899994,17.641833862460054,19.21664097834799
MAC001836,Std,ACORN-A,Affluent,block_2,23200.36399470001,36.7094367004747,19.21664097834799
MAC001819,Std,ACORN-A,Affluent,block_2,6547.0890000999925,10.39220476206348,19.21664097834799
MAC002260,Std,ACORN-A,Affluent,block_2,11420.567999099992,21.30702984906715,19.21664097834799
MAC004554,Std,ACORN-A,Affluent,block_2,8779.958999900007,10.97494874987501,19.21664097834799
MAC003683,Std,ACORN-A,Affluent,block_2,4256.120000000001,10.534950495049507,19.21664097834799
MAC003257,ToU,ACORN-A,Affluent,block_2,27896.57600250002,52.83442424715913,19.21664097834799
MAC000464,ToU,ACORN-A,Affluent,block_2,3939.0170000000016,5.5635833333333355,19.21664097834799
MAC000339,ToU,ACORN-A,Affluent,block_2,10150.003999400004,14.03873305587829,19.21664097834799
MAC004872,Std,ACORN-A,Affluent,block_2,10299.58099990001,13.070534263832501,19.21664097834799
MAC005523,Std,ACORN-A,Affluent,block_2,6158.146999299998,9.016320643191799,19.21664097834799
MAC004054,ToU,ACORN-A,Affluent,block_2,16724.708000900006,27.781906978239213,19.21664097834799
MAC000103,Std,ACORN-A,Affluent,block_2,17121.39199999997,24.046898876404452,19.21664097834799
MAC000487,ToU,ACORN-A,Affluent,block_2,7987.120000399997,11.281242938418075,19.21664097834799
MAC004258,ToU,ACORN-A,Affluent,block_2,11753.279999599985,18.19393188792567,19.21664097834799
MAC003606,ToU,ACORN-A,Affluent,block_2,8834.2199987,17.45893280375494,19.21664097834799
MAC005468,Std,ACORN-A,Affluent,block_2,9081.001000199994,13.276317251754378,19.21664097834799
MAC000110,Std,ACORN-A,Affluent,block_2,13246.596998800005,16.37403831742893,19.21664097834799
MAC005421,Std,ACORN-A,Affluent,block_2,17561.339998499996,24.02372092818057,19.21664097834799
MAC000112,Std,ACORN-A,Affluent,block_2,10376.809999900015,12.842586633539623,19.21664097834799
MAC005406,Std,ACORN-A,Affluent,block_2,51950.872008799975,70.87431379099587,19.21664097834799
MAC004374,ToU,ACORN-A,Affluent,block_2,18545.8790031,25.938292312027972,19.21664097834799
MAC005283,Std,ACORN-A,Affluent,block_2,9518.262000799994,12.691016001066659,19.21664097834799
MAC000593,ToU,ACORN-A,Affluent,block_2,5708.636000100002,8.29743604665698,19.21664097834799
MAC000609,ToU,ACORN-A,Affluent,block_2,4769.056999100004,6.931768894040704,19.21664097834799
MAC003634,ToU,ACORN-A,Affluent,block_2,14391.611001400015,28.498239606732703,19.21664097834799
MAC000040,Std,ACORN-A,Affluent,block_2,21677.450001699992,26.6307739578624,19.21664097834799
MAC002199,ToU,ACORN-A,Affluent,block_2,6573.842997299997,10.706584686156345,19.21664097834799
MAC002134,ToU,ACORN-A,Affluent,block_2,6367.4010008000005,10.253463769404188,19.21664097834799
MAC002113,ToU,ACORN-A,Affluent,block_2,3625.847999800001,5.8387246373591,19.21664097834799
MAC001736,ToU,ACORN-A,Affluent,block_2,13630.945001200005,24.472073610772004,19.21664097834799
MAC003286,ToU,ACORN-A,Affluent,block_2,7021.251000599993,13.348385932699607,19.21664097834799
MAC001653,ToU,ACORN-A,Affluent,block_2,1861.8640014999999,18.434297044554455,19.21664097834799
MAC003474,ToU,ACORN-A,Affluent,block_2,5332.400001499997,10.455686277450976,19.21664097834799
MAC002552,ToU,ACORN-A,Affluent,block_2,5491.042997100002,9.151738328500004,19.21664097834799
MAC003807,ToU,ACORN-A,Affluent,block_2,13371.642998700007,27.013420199393952,19.21664097834799
MAC003895,ToU,ACORN-A,Affluent,block_2,8611.983999200005,17.83019461532092,19.21664097834799
MAC000797,ToU,ACORN-A,Affluent,block_2,7393.601000100005,11.357298003225814,19.21664097834799
MAC000030,Std,ACORN-A,Affluent,block_2,9273.823000700004,11.378923927239269,19.21664097834799
MAC003536,ToU,ACORN-A,Affluent,block_2,7521.2159980999995,14.77645579194499,19.21664097834799
MAC004436,ToU,ACORN-A,Affluent,block_2,3460.2799993999993,4.866779183403656,19.21664097834799
MAC002959,ToU,ACORN-A,Affluent,block_2,15573.993998099992,25.784758274999987,19.21664097834799
MAC004988,ToU,ACORN-A,Affluent,block_2,8420.343001500003,11.006984315686278,19.21664097834799
MAC005042,Std,ACORN-A,Affluent,block_2,11188.629000100016,14.741276679973671,19.21664097834799
MAC004789,ToU,ACORN-A,Affluent,block_2,4646.608999900001,6.676162356178163,19.21664097834799
MAC003196,ToU,ACORN-A,Affluent,block_2,2668.780999600001,8.472320633650797,19.21664097834799
MAC004900,Std,ACORN-A,Affluent,block_2,18836.578998900004,24.3052632243871,19.21664097834799
MAC005062,Std,ACORN-A,Affluent,block_2,,,19.21664097834799
MAC004997,Std,ACORN-A,Affluent,block_2,10000.731005299995,22.9374564341743,19.21664097834799
MAC004713,ToU,ACORN-A,Affluent,block_2,10172.112000100002,17.09598655478992,19.21664097834799
MAC005160,ToU,ACORN-A,Affluent,block_2,7197.579999700001,11.263818465884196,19.21664097834799
MAC004633,ToU,ACORN-A,Affluent,block_3,2153.8400004000014,9.165276597446814,19.21664097834799
MAC004593,ToU,ACORN-A,Affluent,block_3,37340.3619967,62.44207691755852,19.21664097834799
MAC004955,ToU,ACORN-A,Affluent,block_3,7612.381999599991,9.911955728645822,19.21664097834799
MAC005172,ToU,ACORN-A,Affluent,block_3,5306.185998800005,8.316905954231983,19.21664097834799
MAC005159,ToU,ACORN-A,Affluent,block_3,10701.520003699998,16.747292650547728,19.21664097834799
MAC004543,ToU,ACORN-A,Affluent,block_3,16442.414004299993,20.52735830749063,19.21664097834799
MAC003211,ToU,ACORN-A,Affluent,block_3,8364.531998100003,15.782135845471704,19.21664097834799
MAC003221,ToU,ACORN-A,Affluent,block_3,2946.261999999999,5.580041666666665,19.21664097834799
MAC004832,ToU,ACORN-A,Affluent,block_3,6726.515999100004,9.748573911739136,19.21664097834799
MAC004417,Std,ACORN-B,Affluent,block_3,4617.123000599997,6.4847233154494335,12.308165539915287
MAC004957,Std,ACORN-B,Affluent,block_3,1968.9379998999977,2.5637213540364554,12.308165539915287
MAC003173,Std,ACORN-B,Affluent,block_3,6907.267999300006,12.910781307102814,12.308165539915287
MAC003903,ToU,ACORN-B,Affluent,block_3,15589.896997800013,31.751317714460313,12.308165539915287
MAC001966,Std,ACORN-B,Affluent,block_3,12142.573000299992,19.335307325318457,12.308165539915287
MAC002327,Std,ACORN-B,Affluent,block_3,9941.123001799999,14.727589632296294,12.308165539915287
MAC000606,Std,ACORN-B,Affluent,block_3,2923.8780001999994,9.341463259424918,12.308165539915287
MAC004567,Std,ACORN-B,Affluent,block_3,7752.209999800003,9.702390487859828,12.308165539915287
MAC003445,Std,ACORN-B,Affluent,block_3,10691.298000600005,20.75980194291263,12.308165539915287
MAC003441,Std,ACORN-B,Affluent,block_3,8952.421000999997,17.383341749514557,12.308165539915287
MAC001835,ToU,ACORN-B,Affluent,block_3,8754.41,13.873866877971473,12.308165539915287
MAC003403,Std,ACORN-B,Affluent,block_3,3058.123000000003,5.892337186897886,12.308165539915287
MAC001410,ToU,ACORN-B,Affluent,block_3,6541.692000099991,10.033269938803667,12.308165539915287
MAC003607,Std,ACORN-B,Affluent,block_3,11151.334995700017,22.038211453952602,12.308165539915287
MAC003876,Std,ACORN-B,Affluent,block_3,9839.02900049999,19.998026423780466,12.308165539915287
MAC001448,Std,ACORN-B,Affluent,block_3,4862.840000299998,7.492819723112477,12.308165539915287
MAC003900,Std,ACORN-B,Affluent,block_3,5858.7070023,11.932193487372707,12.308165539915287
MAC004408,ToU,ACORN-B,Affluent,block_3,5795.056000200008,8.139123595786529,12.308165539915287
MAC003225,Std,ACORN-B,Affluent,block_3,6521.3960001,12.30452075490566,12.308165539915287
MAC003908,Std,ACORN-B,Affluent,block_3,2044.222999499999,5.1362386922110534,12.308165539915287
MAC003822,Std,ACORN-B,Affluent,block_3,3430.3680000000018,6.944064777327939,12.308165539915287
MAC000897,Std,ACORN-B,Affluent,block_3,3419.0809998000022,5.080358097771177,12.308165539915287
MAC003355,Std,ACORN-B,Affluent,block_3,9698.397000699988,18.614965452399208,12.308165539915287
MAC004287,Std,ACORN-B,Affluent,block_3,7744.298999899999,11.988078947213621,12.308165539915287
MAC002528,Std,ACORN-B,Affluent,block_3,1965.3750000000018,3.275625000000003,12.308165539915287
MAC003427,ToU,ACORN-C,Affluent,block_3,8342.384000900001,16.167410854457366,11.986640111178758
MAC002862,Std,ACORN-C,Affluent,block_3,11442.833998000007,17.36393626403643,11.986640111178758
MAC002481,Std,ACORN-C,Affluent,block_3,8593.6849995,12.845568011210762,11.986640111178758
MAC003580,ToU,ACORN-C,Affluent,block_3,3191.2420000999987,6.28197244114173,11.986640111178758
MAC002859,Std,ACORN-C,Affluent,block_3,7324.894997899995,11.11516691638846,11.986640111178758
MAC003358,ToU,ACORN-C,Affluent,block_3,3611.5349994000007,6.931928981573898,11.986640111178758
MAC002606,Std,ACORN-C,Affluent,block_3,6956.270999400003,11.613140232721207,11.986640111178758
MAC002599,Std,ACORN-C,Affluent,block_3,7046.591000699999,11.763924875959932,11.986640111178758
MAC002214,Std,ACORN-C,Affluent,block_3,5211.455999700001,8.543370491311476,11.986640111178758
MAC002474,Std,ACORN-C,Affluent,block_3,2863.2029994,4.279825111210762,11.986640111178758
MAC003559,ToU,ACORN-C,Affluent,block_3,,,11.986640111178758
MAC003365,ToU,ACORN-C,Affluent,block_3,2427.092000300001,4.66748461596154,11.986640111178758
MAC002595,Std,ACORN-C,Affluent,block_3,4964.239999799996,8.287545909515854,11.986640111178758
MAC003387,ToU,ACORN-C,Affluent,block_3,1841.0770001999986,3.5473545283236967,11.986640111178758
MAC002582,Std,ACORN-C,Affluent,block_3,5540.052000799999,9.24883472587646,11.986640111178758
MAC002575,Std,ACORN-C,Affluent,block_3,3978.076000899997,6.64119532704507,11.986640111178758
MAC002296,Std,ACORN-C,Affluent,block_4,8244.027000400001,12.19530621360947,11.986640111178758
MAC002829,Std,ACORN-C,Affluent,block_4,6678.181999900001,10.133811835963582,11.986640111178758
MAC003366,ToU,ACORN-C,Affluent,block_4,2539.8749996,4.8843749992307695,11.986640111178758
MAC003434,ToU,ACORN-C,Affluent,block_4,1939.2180000000003,3.765471844660195,11.986640111178758
MAC002503,Std,ACORN-C,Affluent,block_4,2507.0660009000003,10.274860659426231,11.986640111178758
MAC004848,Std,ACORN-C,Affluent,block_4,5383.1280012,6.788307693820933,11.986640111178758
MAC002015,Std,ACORN-C,Affluent,block_4,5244.459000400002,8.377730032587863,11.986640111178758
MAC001371,Std,ACORN-C,Affluent,block_4,10374.570000299993,15.887549770750372,11.986640111178758
MAC001313,Std,ACORN-C,Affluent,block_4,5424.5150014000055,8.28170229221375,11.986640111178758
MAC004509,ToU,ACORN-C,Affluent,block_4,8765.859997000003,10.929999996259356,11.986640111178758
MAC001140,Std,ACORN-C,Affluent,block_4,4383.191,6.631151285930408,11.986640111178758
MAC004825,ToU,ACORN-C,Affluent,block_4,3457.5160002000016,4.9892005774891794,11.986640111178758
MAC000798,Std,ACORN-C,Affluent,block_4,2951.638999999999,4.372798518518517,11.986640111178758
MAC001395,Std,ACORN-C,Affluent,block_4,16000.757999199981,24.50345788545173,11.986640111178758
MAC004910,ToU,ACORN-C,Affluent,block_4,5962.909999999995,7.713984476067265,11.986640111178758
MAC000689,Std,ACORN-C,Affluent,block_4,9495.995001099991,13.944192365785597,11.986640111178758
MAC000630,Std,ACORN-C,Affluent,block_4,10974.540998799996,15.974586606695773,11.986640111178758
MAC005489,ToU,ACORN-C,Affluent,block_4,5728.642999799995,8.399769794428146,11.986640111178758
MAC000545,Std,ACORN-C,Affluent,block_4,5132.683000099999,7.626572065527487,11.986640111178758
MAC005550,ToU,ACORN-C,Affluent,block_4,8013.544999700001,11.750065981964811,11.986640111178758
MAC000517,Std,ACORN-C,Affluent,block_4,3286.541000799998,5.0329877500765665,11.986640111178758
MAC000744,Std,ACORN-C,Affluent,block_4,4473.159999,6.5685168854625555,11.986640111178758
MAC002070,Std,ACORN-C,Affluent,block_4,6917.32099880001,11.085450318589759,11.986640111178758
MAC001401,Std,ACORN-C,Affluent,block_4,5093.049999299999,7.799464011179172,11.986640111178758
MAC001488,Std,ACORN-C,Affluent,block_4,5246.428,8.10885316846986,11.986640111178758
MAC003736,ToU,ACORN-C,Affluent,block_4,5152.9810006,10.326615231663327,11.986640111178758
MAC001988,Std,ACORN-C,Affluent,block_4,5724.197000200003,9.129500797767149,11.986640111178758
MAC001958,Std,ACORN-C,Affluent,block_4,3825.2070003999984,6.100808613078147,11.986640111178758
MAC003745,ToU,ACORN-C,Affluent,block_4,4148.6200002999985,8.313867736072142,11.986640111178758
MAC003762,ToU,ACORN-C,Affluent,block_4,5614.518998400001,11.27413453493976,11.986640111178758
MAC003766,ToU,ACORN-C,Affluent,block_4,5313.5769979000015,10.66983332911647,11.986640111178758
MAC001465,Std,ACORN-C,Affluent,block_4,8056.574997900004,14.67499999617487,11.986640111178758
MAC003782,ToU,ACORN-C,Affluent,block_4,6425.611999899994,12.902835341164646,11.986640111178758
MAC001664,Std,ACORN-C,Affluent,block_4,11716.106998899993,18.249387848753884,11.986640111178758
MAC001652,Std,ACORN-C,Affluent,block_4,3810.6000002000014,5.935514019003118,11.986640111178758
MAC003914,ToU,ACORN-C,Affluent,block_4,13823.503000600007,28.153773931975575,11.986640111178758
MAC001579,Std,ACORN-C,Affluent,block_4,15492.759996999997,24.019782941085268,11.986640111178758
MAC001553,Std,ACORN-C,Affluent,block_4,4332.515000099998,6.685979938425923,11.986640111178758
MAC001544,Std,ACORN-C,Affluent,block_4,10895.827995800011,16.814549376234584,11.986640111178758
MAC001695,Std,ACORN-C,Affluent,block_4,3786.3340000000003,5.916146875000001,11.986640111178758
MAC001661,Std,ACORN-C,Affluent,block_4,13893.487000099993,21.640945483021795,11.986640111178758
MAC002604,ToU,ACORN-C,Affluent,block_4,10642.903002000015,17.76778464440737,11.986640111178758
MAC003033,Std,ACORN-C,Affluent,block_4,8644.140999299996,13.19716183099236,11.986640111178758
MAC003901,Std,ACORN-C,Affluent,block_4,3330.6079997,6.783315681670062,11.986640111178758
MAC003889,Std,ACORN-C,Affluent,block_4,5405.4889999000015,11.009142565987784,11.986640111178758
MAC005066,Std,ACORN-C,Affluent,block_4,4727.700001600001,7.375507022776913,11.986640111178758
MAC005112,Std,ACORN-C,Affluent,block_4,2316.160999999999,3.6190015624999985,11.986640111178758
MAC005320,Std,ACORN-C,Affluent,block_4,11450.39300289999,15.390313175940847,11.986640111178758
MAC003843,Std,ACORN-C,Affluent,block_4,6727.129997800007,13.617672060323901,11.986640111178758
MAC003804,Std,ACORN-C,Affluent,block_4,5481.146002599994,11.073022227474736,11.986640111178758
MAC003787,Std,ACORN-C,Affluent,block_5,3575.0150000000012,7.222252525252528,11.986640111178758
MAC003907,Std,ACORN-C,Affluent,block_5,14106.19600440001,28.729523430549918,11.986640111178758
MAC003776,Std,ACORN-C,Affluent,block_5,9083.16899740001,18.239295175502026,11.986640111178758
MAC003755,Std,ACORN-C,Affluent,block_5,5940.8659998999965,11.929449798995977,11.986640111178758
MAC003748,Std,ACORN-C,Affluent,block_5,5060.376000200003,14.376068182386371,11.986640111178758
MAC005506,Std,ACORN-C,Affluent,block_5,6240.137998499996,10.721886595360818,11.986640111178758
MAC003731,Std,ACORN-C,Affluent,block_5,2099.698000100002,4.207811623446898,11.986640111178758
MAC005509,Std,ACORN-C,Affluent,block_5,8284.983000900003,12.130282578184485,11.986640111178758
MAC000005,ToU,ACORN-C,Affluent,block_5,2911.006000300001,4.562705329623825,11.986640111178758
MAC000017,ToU,ACORN-C,Affluent,block_5,5199.426000599999,6.3718455889705865,11.986640111178758
MAC003642,Std,ACORN-C,Affluent,block_5,11851.75599960001,23.46882376158418,11.986640111178758
MAC005490,Std,ACORN-C,Affluent,block_5,11464.9709988,16.786194727379208,11.986640111178758
MAC003912,Std,ACORN-C,Affluent,block_5,3733.085999600004,7.603026475763755,11.986640111178758
MAC003933,Std,ACORN-C,Affluent,block_5,3677.0089996999995,7.941704103023757,11.986640111178758
MAC004029,Std,ACORN-C,Affluent,block_5,6633.2239992999985,11.0003714747927,11.986640111178758
MAC004750,Std,ACORN-C,Affluent,block_5,5453.194000000006,10.192885981308422,11.986640111178758
MAC004712,Std,ACORN-C,Affluent,block_5,9099.412000300006,18.45722515273835,11.986640111178758
MAC004673,Std,ACORN-C,Affluent,block_5,2186.4570004999987,3.662407036013398,11.986640111178758
MAC004664,Std,ACORN-C,Affluent,block_5,5705.366999699999,9.556728642713566,11.986640111178758
MAC004585,Std,ACORN-C,Affluent,block_5,9914.79899820001,16.552252083806362,11.986640111178758
MAC004925,Std,ACORN-C,Affluent,block_5,12117.163000999995,15.716164722438386,11.986640111178758
MAC004504,Std,ACORN-C,Affluent,block_5,21785.876002000026,27.130605232876746,11.986640111178758
MAC004455,Std,ACORN-C,Affluent,block_5,14198.09499879999,17.615502479900734,11.986640111178758
MAC004447,Std,ACORN-C,Affluent,block_5,6117.335000500002,8.6038466954993,11.986640111178758
MAC004415,Std,ACORN-C,Affluent,block_5,4800.204000299994,6.741859550983137,11.986640111178758
MAC004406,Std,ACORN-C,Affluent,block_5,2945.631000000001,4.137122191011238,11.986640111178758
MAC004989,Std,ACORN-C,Affluent,block_5,7328.607999900001,9.579879738431375,11.986640111178758
MAC004369,Std,ACORN-C,Affluent,block_5,9568.821999499996,13.382967831468527,11.986640111178758
MAC004367,Std,ACORN-C,Affluent,block_5,6346.8140003000035,8.876662937482523,11.986640111178758
MAC004336,Std,ACORN-C,Affluent,block_5,5072.690999199999,7.0748828440725235,11.986640111178758
MAC004249,Std,ACORN-C,Affluent,block_5,28420.197993399986,43.92611745502316,11.986640111178758
MAC005028,Std,ACORN-C,Affluent,block_5,11894.985001400002,15.651296054473686,11.986640111178758
